Address,COUNTA of Address,ADM3_EN,ADM2_EN,ADM1_EN
"JULDA,KARNAFULY,CTG",3,Unknown,Unknown,Unknown
"KACHUKHAIN,RAOZAN,CTG",3,Raozan,Chittagong,Chittagong
KADAMRASUL SITAKUNDU CTG,3,Sitakunda,Chittagong,Chittagong
"KALAPANIA,AKBARHAT,SAN DWIP,CTG",3,Unknown,Unknown,Unknown
"KALURGHAT,CHANDGAO,C TG",3,Chandgaon,Chittagong,Chittagong
"KANCHANA,SATKANIA,CTG",3,Satkania,Chittagong,Chittagong
"KANCHONA,SATKANIA,CTG.",3,Satkania,Chittagong,Chittagong
"KANUNGAPARA,BOALKHALI ,CTG",3,Boalkhali,Chittagong,Chittagong
"KARNOFULI, CTG",3,Unknown,Unknown,Unknown
"KHANDAKIA,YOUNUS NAGAR,HATHAZARI,CTG",3,Sher-e-bangla Nagar,Dhaka,Dhaka
KHULNA,3,Khulna Sadar,Khulna,Khulna
"KHULSHI,CTG.",3,Khulshi,Chittagong,Chittagong
"KOIBALYADHAM,AKBARSH AH,CTG",3,Unknown,Unknown,Unknown
"KOIGRAM,PATIYA,CTG",3,Patiya,Chittagong,Chittagong
"KOLAUJAN,LOHAGARA,CTG",3,Lohagara,Chittagong,Chittagong
"KORNELHAT, AKBARSHA, CTG",3,Unknown,Unknown,Unknown
"KUMIRA,SITAKUND,CTG.",3,Sitakunda,Chittagong,Chittagong
"KUSUMPURA,PATIYA,CTG",3,Patiya,Chittagong,Chittagong
KUTUBDIA. COXSBAZAR,3,Kutubdia,Cox's Bazar,Chittagong
"LAKSAM,CUMILLA",3,Laksam,Comilla,Chittagong
"LALKHAN BAZAR, KHULSHI, CTG",3,Cox's Bazar Sadar,Cox's Bazar,Chittagong
LOHAGARA CTG,3,Lohagara,Chittagong,Chittagong
"LOHAGARA,CTG.",3,Lohagara,Chittagong,Chittagong
LOHAGARA. CTG,3,Lohagara,Chittagong,Chittagong
"MADUNAGHAT,HATHAZARI, CTG",3,Hathazari,Chittagong,Chittagong
"MAITVANGA, SANDWIP, CTG",3,Sandwip,Chittagong,Chittagong
"MEKHAL,HATHAZARI,CTG",3,Hathazari,Chittagong,Chittagong
"MIDDLE MOHADEBPUR,SITAKUNDA, CTG",3,Sitakunda,Chittagong,Chittagong
"MIRARSHORI, CTG.",3,Mirsharai,Chittagong,Chittagong
"MISTRIPARA,DOUBLE MURING,CTG",3,Double Mooring,Chittagong,Chittagong
"MITHANALA, MIRSHARAI, CTG",3,Mirsharai,Chittagong,Chittagong
"MITHANALA,MIRSARAI,CTG",3,Mirsharai,Chittagong,Chittagong
"MOBARAKGHONA,MIRSARA I,CTG",3,Mirsharai,Chittagong,Chittagong
"MOHAMMADPUR,PUNCHLAI SH,CTG",3,Mohammadpur,Dhaka,Dhaka
"MOHAMMADPUR,RAOZAN,C TG",3,Raozan,Chittagong,Chittagong
"MOISHKARAM,URKIRCHAR, RAOZAN,CTG",3,Raozan,Chittagong,Chittagong
"MONSHA,PATIYA,CTG",3,Patiya,Chittagong,Chittagong
MOROLGANJ BAGERHAT,3,Morrelganj,Bagerhat,Khulna
"MURADNAGAR, CUMILLA",3,Muradnagar,Comilla,Chittagong
"NAGOLKUT,CUMILLA",3,Unknown,Unknown,Unknown
"NANGALKUT,CUMILLA",3,Nangalkot,Comilla,Chittagong
"NANGOLKOT, CUMILLA",3,Nangalkot,Comilla,Chittagong
"NANUPUR,FATICKCHARI,CTG.",3,Fatikchhari,Chittagong,Chittagong
"NORTH GUZARA,RAOZAN,CTG",3,Raozan,Chittagong,Chittagong
"NORTH SOLIMPUR,SITAKUNDA,CTG",3,Sitakunda,Chittagong,Chittagong
"OXYZEN,BAYAZID,CTG",3,Unknown,Unknown,Unknown
PAHARTALI. CTG.,3,Pahartali,Chittagong,Chittagong
"PAHARTOLI,CTG.",3,Pahartali,Chittagong,Chittagong
"PARSURAM,FENI",3,Parshuram,Feni,Chittagong
"PATHANTULI,DOUBLE MURING,CTG",3,Double Mooring,Chittagong,Chittagong
"PATNIKOTA,ANOWARA,CTG",3,Anowara,Chittagong,Chittagong
PEKUA. COX'S BAZAR.,3,Pekua,Cox's Bazar,Chittagong
POTENGA. CTG,3,Patenga,Chittagong,Chittagong
"RAHATTARPUL,BAKALIA,CTG",3,Bakalia,Chittagong,Chittagong
RAIPUR LUXMIPUR,3,Mirpur,Dhaka,Dhaka
"RAMGONJ,LAXMIPUR",3,Ramganj,Lakshmipur,Chittagong
RAMU COX'S BAZAR,3,Ramu,Cox's Bazar,Chittagong
RANGUNIA. CTG.,3,Rangunia,Chittagong,Chittagong
RAOZAN. CTG,3,Raozan,Chittagong,Chittagong
RAWZAN. CTG.,3,Raozan,Chittagong,Chittagong
"SABUJBAG,HALISHAHAR,C TG",3,Halishahar,Chittagong,Chittagong
SADAR BANDARBAN,3,Bandarban Sadar,Bandarban,Chittagong
SADAR CHANDPUR,3,Chandpur Sadar,Chandpur,Chittagong
SADAR NOAKHALI,3,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"SADAR,KHAGRACHARI",3,Khagrachhari Sadar,Khagrachhari,Chittagong
"SADARGHAT, CTG",3,Bagha,Rajshahi,Rajshahi
SADARGHAT. CTG,3,Bagha,Rajshahi,Rajshahi
"SAGARIKA,PAHARTOLI,CTG",3,Pahartali,Chittagong,Chittagong
"SAGORIKA,PAHARTOLI,CTG",3,Pahartali,Chittagong,Chittagong
"SANDIP, CTG.",3,Sandwip,Chittagong,Chittagong
"SANTUSPUR,SANDIP,CTG.",3,Sandwip,Chittagong,Chittagong
"SATBARIA, CHANDANISH, CTG",3,Unknown,Unknown,Unknown
"SENBAG, NOAKHALI",3,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"SHABUJBAG,HALISHAHAR, CTG",3,Halishahar,Chittagong,Chittagong
"SHEIRSHAH,BAYAZID,CTG",3,Unknown,Unknown,Unknown
"SHIBPUR,SITAKUNDA,CTG",3,Shibpur,Narsingdi,Dhaka
"SHIKALBAHA,KARNAFULLY, CTG.",3,Unknown,Unknown,Unknown
"SHITOLPUR,SITAKUNDA,CTG",3,Sitakunda,Chittagong,Chittagong
"SITAKUNDA, CTG.",3,Sitakunda,Chittagong,Chittagong
SITAKUNDA. CTG.,3,Sitakunda,Chittagong,Chittagong
SONAIMURI NOAKHALI,3,Sonaimuri,Noakhali,Chittagong
"SOUTH KATTOLI,PAHARTOLI,CTG",3,Pahartali,Chittagong,Chittagong
"SOUTH MIDDLE HALISHAHAR,BANDAR,CTG",3,Bandar,Narayanganj,Dhaka
"SUBARNACHAR, NOAKHALI",3,Subarnachar,Noakhali,Chittagong
TANGAIL,3,Tangail Sadar,Tangail,Dhaka
"URKIRCHAR,RAOZAN,CTG",3,Raozan,Chittagong,Chittagong
"VANDARIA,PIROZPUR",3,Pirojpur Sadar,Pirojpur,Barisal
"W. DHALAI,HATHAZARI,CTG.",3,Unknown,Unknown,Unknown
"WEST CHAL,ANOWARA,CTG",3,Anowara,Chittagong,Chittagong
"WEST DHOLOI,HATHAZARI,CTG",3,Hathazari,Chittagong,Chittagong
"WEST KADURKHIL,BOALKHALI,CTG",3,Boalkhali,Chittagong,Chittagong
"WEST MADARBARI,SADARGHAT,C TG",3,Unknown,Unknown,Unknown
"WEST PATIYA,CTG",3,Patiya,Chittagong,Chittagong
"WEST SHAKPURA,BOALKHALI,CTG",3,Boalkhali,Chittagong,Chittagong
"YEAKUBDANDI,POTIYA,CTG .",3,Patiya,Chittagong,Chittagong
"8 NO BASIKPUR,PATWARI BAZAR,LAXMIPUR",2,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"ABDULLAHPUR,FATEPUR,F ATIKCHARI,CTG",2,Fatikchhari,Chittagong,Chittagong
"ABDULLAHPUR,FATIKCHARI ,CTG",2,Fatikchhari,Chittagong,Chittagong
"ABDURPARA,PAHARTOLI,C TG",2,Pahartali,Chittagong,Chittagong
"ADUNAGAR,LOHAGARA,CTG",2,Lohagara,Chittagong,Chittagong
"AGRABAD,CTG.",2,Unknown,Unknown,Unknown
AKBORSHAH. CTG,2,Porsha,Naogaon,Rajshahi
"ALI AKBAR DAIL,KUTUBDIA,COX'SBAZA R",2,Kutubdia,Cox's Bazar,Chittagong
ALIMPUR RANGUNIA CTG,2,Rangunia,Chittagong,Chittagong
"AMAN ULLAH,AKBARHAT,SANDWI P,CTG",2,Ullah Para,Sirajganj,Rajshahi
"AMBAR NAGAR,SONAIMURI,NOAKH ALI",2,Sonaimuri,Noakhali,Chittagong
"AMBARIA,MIRSARAI,CTG.",2,Mirsharai,Chittagong,Chittagong
"AMILAISH, SATKANIA, CTG",2,Satkania,Chittagong,Chittagong
"AMIRABAD,SITAKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"ANANDABAZAR,BAYAZID,C TG",2,Manda,Naogaon,Rajshahi
ANDORKILLA CTG,2,Unknown,Unknown,Unknown
ANOWARA .CTG,2,Anowara,Chittagong,Chittagong
"ARJUNTOLA,SENBAG,NOAK HALI",2,Senbagh,Noakhali,Chittagong
B. BARIA,2,Naria,Shariatpur,Dhaka
"BABUGONJ,BARISHAL",2,Babuganj,Barisal,Barisal
"BADARKHALI,CHAKARIA,CO X'SBAZAR",2,Chakaria,Cox's Bazar,Chittagong
"BAGKHAIN,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"BAHARPUR,SITAKUND,CTG.",2,Sitakunda,Chittagong,Chittagong
"BAHULI,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"BAIZID, CTG",2,Unknown,Unknown,Unknown
BAKALIA. CTG,2,Bakalia,Chittagong,Chittagong
BAKOLIA,2,Bakalia,Chittagong,Chittagong
BAKOLIA. CTG,2,Bakalia,Chittagong,Chittagong
BANDAR. CTG.,2,Bandar,Narayanganj,Dhaka
"BANIGRAM,BANSHKHALI,CTG",2,Banshkhali,Chittagong,Chittagong
"BANSKHALI, CTG.",2,Bangshal,Dhaka,Dhaka
"BARO AOULIA,SITAKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"BARO TAKIYA,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"BARO UTHAN,KARNAFULY,CTG",2,Unknown,Unknown,Unknown
"BAROGHAUP,KUTUBDIA,CO X'SBAZAR",2,Kutubdia,Cox's Bazar,Chittagong
"BAROMA,CHANDONAISH,CTG",2,Chandanaish,Chittagong,Chittagong
BASANDA CHOWDDGRAM CUMILLA,2,Unknown,Unknown,Unknown
BATARI GOLI,2,Atwari,Panchagarh,Rangpur
"BATHUA,NUR ALI BARI,HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"BATHUA,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"BATISHA,CHADDOGRAM,CU MILLA",2,Unknown,Unknown,Unknown
"BAYERA,NANGALKOT,CUMI LLA",2,Nangalkot,Comilla,Chittagong
"BAYZID, CTG.",2,Unknown,Unknown,Unknown
"BENGURA,BOALKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
"BERA,PABNA",2,Bera,Pabna,Rajshahi
"BETAGI, RANGUNIA, CTG",2,Betagi,Barguna,Barisal
"BHANDARIA,PIROZPUR",2,Bhandaria,Pirojpur,Barisal
"BHATERKHIL,SITAKUNDA,C TG",2,Sitakunda,Chittagong,Chittagong
BHATIARY SITAKUNDU CTG,2,Sitakunda,Chittagong,Chittagong
"BINAJURI, RAOZAN, CTG",2,Raozan,Chittagong,Chittagong
"BISSAWKOLONI,AKBORSHA H,CTG.",2,Porsha,Naogaon,Rajshahi
"BIZBAG,SENBAG,NOAKHALI",2,Senbagh,Noakhali,Chittagong
"BLOCK-A, HALISHAHAR, CTG",2,Halishahar,Chittagong,Chittagong
"BOAKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
"BOILCHARI,BANSHKHALI,CTG",2,Banshkhali,Chittagong,Chittagong
"BOIRAG,ANOWARA,CTG",2,Unknown,Unknown,Unknown
"BORO KUMIRA, SITAKUNDA, CTG",2,Sitakunda,Chittagong,Chittagong
"BORO UTHAN,KARNAFULLY,CTG.",2,Unknown,Unknown,Unknown
"BOROKHOP, KUTUBDIA, COX BAZAR",2,Kutubdia,Cox's Bazar,Chittagong
BOURIA SANDWIP CTG,2,Sandwip,Chittagong,Chittagong
"BOYLTALI, CHANDANISH, CTG",2,Chandanaish,Chittagong,Chittagong
"BUDHPURA,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"BURISHCHAR,HATHAZARI,C TG",2,Hathazari,Chittagong,Chittagong
"CEMENT CROSSING,EPZ,CTG",2,Unknown,Unknown,Unknown
"CHADDAGRAM,CUMILLA",2,Chauddagram,Comilla,Chittagong
CHAGOLNAIYA FENI,2,Feni Sadar,Feni,Chittagong
"CHAGOLNAYA, FENI",2,Feni Sadar,Feni,Chittagong
"CHAKARIA, CTG",2,Chakaria,Cox's Bazar,Chittagong
CHAKARIA. COX'S BAZAR,2,Chakaria,Cox's Bazar,Chittagong
CHAKARIYA COX'S BAZAR,2,Chakaria,Cox's Bazar,Chittagong
"CHAMBOL,BANSHKHALI,CTG",2,Banshkhali,Chittagong,Chittagong
"CHANDANAISH, CTG.",2,Unknown,Unknown,Unknown
CHANDANASIH CTG,2,Unknown,Unknown,Unknown
"CHANDANPURA,CTG",2,Unknown,Unknown,Unknown
CHANDGAON. CTG.,2,Chandgaon,Chittagong,Chittagong
"CHANDGAW,CTG.",2,Bhanga,Faridpur,Dhaka
CHANDRAGANJ LUXMIPUR,2,Mirpur,Dhaka,Dhaka
"CHANDRAGHONA, RANGUNIA, CTG",2,Rangunia,Chittagong,Chittagong
"CHANDRAGHONA,RANGUNI A,CTG",2,Rangunia,Chittagong,Chittagong
CHANGAO. CTG,2,Bhanga,Faridpur,Dhaka
"CHANUA,BANSHKHALI,CTG",2,Banshkhali,Chittagong,Chittagong
"CHAPATOLI,ANOWARA,CTG",2,Anowara,Chittagong,Chittagong
"CHAR HAZARI,COMPANIGONJ,NO AKHALI",2,Companiganj,Noakhali,Chittagong
"CHAR KHIJIRPUR,BOALKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
"CHARFASION,BHULA",2,Unknown,Unknown,Unknown
"CHARGONESH,SONAGAZI,F ENI",2,Sonagazi,Feni,Chittagong
"CHARIA,HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"CHARJABBAR,NOAKHALI",2,Unknown,Unknown,Unknown
"CHARKHIJIRPUR,BOALKHA LI,CTG",2,Boalkhali,Chittagong,Chittagong
"CHARLAKKHA, KARNOFULI, CTG",2,Lakhai,Habiganj,Sylhet
"CHARSHITA,RAMGOTI,LAX MIPUR",2,Ramgati ,Lakshmipur ,Chittagong
CHATKHIL NOAKHALI,2,Chatkhil,Noakhali,Chittagong
"CHATKHIL, NOAKHALI",2,Chatkhil,Noakhali,Chittagong
"CHATKIL,NOAKHALI",2,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"CHAWK BAZAR,CTG",2,Chak Bazar,Dhaka,Dhaka
"CHAWKBAZAR,CTG.",2,Chak Bazar,Dhaka,Dhaka
"CHIKONDANDI,FATEYABAD, HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"CHIRINGA,CHAKARIA",2,Unknown,Unknown,Unknown
CHONDONAISH. CTG,2,Unknown,Unknown,Unknown
"CHOTO KUMIRA,SITAKUND,CTG.",2,Sitakunda,Chittagong,Chittagong
"CHOWMUHANI,BEGUMGON J,NOAKHALI",2,Begumganj,Noakhali,Chittagong
CHUADANGA,2,Chuadanga Sadar,Chuadanga,Khulna
"CNB,CHANDGAO,CTG",2,Chandgaon,Chittagong,Chittagong
"COKORIA,COX'S BAZAR",2,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"COMPANYGANJ,NOAKHALI",2,Companiganj,Noakhali,Chittagong
CTG,2,Unknown,Unknown,Unknown
"DABUA,JAGANNATH HAT,RAOZAN,CTG",2,Raozan,Chittagong,Chittagong
"DAGONBHUIYAN, FENI",2,Feni Sadar,Feni,Chittagong
DAGUNBHUIYAN FENI,2,Feni Sadar,Feni,Chittagong
"DALILABAD,RAOZAN,CTG",2,Raozan,Chittagong,Chittagong
"DAMPARA,CHAWKBAZAR,C TG.",2,Chak Bazar,Dhaka,Dhaka
"DAMPARA,CTG",2,Atpara,Netrakona,Mymensingh
"DAWODKANDI,CUMILLA",2,Daudkandi,Comilla,Chittagong
"DEBIDDAR,CUMILLA",2,Debidwar,Comilla,Chittagong
"DEBIDDER,CUMILLA",2,Unknown,Unknown,Unknown
"DEWAN NAGAR,HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"DHALAI,HATHAZARI,CTG.",2,Unknown,Unknown,Unknown
"DHALGATH,POTIYA,CTG.",2,Patiya,Chittagong,Chittagong
"DHARMAPUR,SADAR,NOAK HALI",2,Unknown,Unknown,Unknown
"DHOLOI,ENAYETPUR,HATH AZARI,CTG",2,Hathazari,Chittagong,Chittagong
"DHOLOI,KATIRHAT,HATHAZ ARI,CTG",2,Hathazari,Chittagong,Chittagong
"DHURUNG, FATIKCHARI, CTG",2,Fatikchhari,Chittagong,Chittagong
"DOHAZARI,CHANDONAISH, CTG",2,Chandanaish,Chittagong,Chittagong
"DONGRA,ROYCHATA,BANS HKHALI,CTG",2,Unknown,Unknown,Unknown
DONIALAPARA CTG,2,Atpara,Netrakona,Mymensingh
"DOUBLE MOORING, CTG",2,Double Mooring,Chittagong,Chittagong
"DOUBLEMOORING, CTG",2,Double Mooring,Chittagong,Chittagong
DOUBLEMOORING. CTG,2,Double Mooring,Chittagong,Chittagong
"DOULATPUR,FATIKCHARI,C TG",2,Fatikchhari,Chittagong,Chittagong
"DOULATPUR,MURADNAGA R,CUMILLA",2,Muradnagar,Comilla,Chittagong
"DURGAPUR,KACHUA,CHAN DPUR",2,Kachua,Chandpur,Chittagong
E.P.E. CTG.,2,Sher-e-bangla Nagar,Dhaka,Dhaka
"EAST DHOLOI,KATIRHAT,HATHAZ ARI,CTG",2,Hathazari,Chittagong,Chittagong
"EAST GATIYADENGA,SATKANIA,C TG",2,Satkania,Chittagong,Chittagong
"EAST GUMDANDI,BOALKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
"EAST HINGULI,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"EAST KATGHOR,PATENGA,CTG",2,Patenga,Chittagong,Chittagong
"EAST KHOIYACHARA,MIRSARAI,C TG",2,Mirsharai,Chittagong,Chittagong
EAST MADARBARI,2,Unknown,Unknown,Unknown
"EAST MOLIYAISH,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"EAST SHAKPURA,BOALKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
ENAYET BAZAR,2,Maulvi Bazar Sadar,Maulvibazar,Sylhet
ENAYET BAZAR CTG,2,Chak Bazar,Dhaka,Dhaka
"ENAYET BAZAR,CTG",2,Chak Bazar,Dhaka,Dhaka
"FARHADPUR,SITAKUNDA,C TG",2,Sitakunda,Chittagong,Chittagong
FARIDGANJ CHANDPUR,2,Faridganj,Chandpur,Chittagong
"FATEPUR,HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"FATEYABAD, HATHAZARI, CTG",2,Hathazari,Chittagong,Chittagong
FATICKCHORI CTG,2,Fatikchari,Chittagong,Chittagong
FATIKCHARI. CTG.,2,Fatikchhari,Chittagong,Chittagong
"FAYEZ LAKE,KHULSHI,CTG",2,Khulshi,Chittagong,Chittagong
FIRINGI BAZAR CTG,2,Unknown,Unknown,Unknown
"FIROZSHA, AKBARSHA, CTG",2,Unknown,Unknown,Unknown
"FIROZSHAH, AKBARSHA, CTG",2,Unknown,Unknown,Unknown
"FIROZSHAH,AKBARSHAH,C TG",2,Unknown,Unknown,Unknown
"FOIZDARHAT,SITAKUND,CTG.",2,Sitakunda,Chittagong,Chittagong
"FOTIKCHORI, CTG",2,Unknown,Unknown,Unknown
"FUL CHY PARA,HALISHAHAR,CTG",2,Halishahar,Chittagong,Chittagong
"FULGAZI, FENI",2,Fulgazi,Feni,Chittagong
"GACHBARIA, MIRSHARAI, CTG",2,Mirsharai,Chittagong,Chittagong
"GACHUYA, SANDWIP, CTG",2,Sandwip,Chittagong,Chittagong
GASUA SANDWIP CTG,2,Sandwip,Chittagong,Chittagong
"GHATCHECK,RANGUNIA,CTG",2,Rangunia,Chittagong,Chittagong
GIOR MANIKGANJ,2,Manikganj Sadar,Manikganj,Dhaka
"GOBADIA,ANOWARA,CTG",2,Anowara,Chittagong,Chittagong
"GOHIRA, RAOZAN, CTG",2,Raozan,Chittagong,Chittagong
"GOHIRA,ANOWARA,CTG",2,Anowara,Chittagong,Chittagong
"GOSHAILDANGA,BANDAR,C TG",2,Alamdanga,Chuadanga,Khulna
"GREEN VIEW R/A,HALISHAHAR,CTG",2,Halishahar,Chittagong,Chittagong
"GUMANMARDAN,HATHAZA RI,CTG",2,Hathazari,Chittagong,Chittagong
"GUMDANDI,BOALKHALI,CTG",2,Boalkhali,Chittagong,Chittagong
"GUNAGORI,BANSHKHALI,C TG.",2,Banshkhali,Chittagong,Chittagong
"HAILDHAR,ANOWARA,CTG",2,Anowara,Chittagong,Chittagong
"HAILDHAR,ANOWARA,CTG.",2,Anowara,Chittagong,Chittagong
"HAITKANDI,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"HALISHAHAR,CTG.",2,Halishahar,Chittagong,Chittagong
"HAMZARBAG,PUNCHLAISH, CTG",2,Panchlaish,Chittagong,Chittagong
"HARAMIA,SANDIP,CTG.",2,Sandwip,Chittagong,Chittagong
"HAROLA,CHANDONAISH,CTG",2,Chandanaish,Chittagong,Chittagong
"HARUYALCHARI,BHUJPUR, CTG",2,Bhuapur,Tangail,Dhaka
"HASHIMPUR,CHANDONAIS H,CTG",2,Chandina,Comilla,Chittagong
"HASHIMPUR,GACHBARIA,C HANDONAISH,CTG",2,Shibpur,Narsingdi,Dhaka
HATHAZARI .CTG,2,Hathazari,Chittagong,Chittagong
HATHAZARI. CTG.,2,Hathazari,Chittagong,Chittagong
HATIA NOAKHALI,2,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"HATIYA, NOAKHALI",2,Hatiya,Noakhali,Chittagong
"HNO-14/A,RNO-03,SOUTH KHULSHI,CTG",2,Khulshi,Chittagong,Chittagong
"HNO-464,CHY MENSION,SB NAGAR,JHAUTOLA,KHULSH I,CTG",2,Jiban Nagar,Chuadanga,Khulna
HOBIGONJ,2,Unknown,Unknown,Unknown
"HOMNA,CUMILLA",2,Homna,Comilla,Chittagong
"HULAIN,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"ILSHA,BANSHKHALI,CTG.",2,Banshkhali,Chittagong,Chittagong
"IMAMNAGAR,BHATIARY,SIT AKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"ISLAMABAD,SHAHI BAZAR,RANGPUR",2,Rangpur Sadar,Rangpur,Rangpur
"JAFARABAD,SITAKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"JAHANABAD,SITAKUNDA,C TG",2,Sitakunda,Chittagong,Chittagong
"JAHANPUR,FATEPUR,FATIK CHARI,CTG",2,Fatikchhari,Chittagong,Chittagong
"JALALABAD,KHULSHI,CTG",2,Khulshi,Chittagong,Chittagong
"JAMTOLI,B-PARA,CUMILLA",2,Brahman Para,Comilla,Chittagong
"JANGLE SOLIMPUR,SITAKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"JHORNAPARA,DOUBLE MURING,CTG",2,Double Mooring,Chittagong,Chittagong
"JOBRA,HATHAZARI,CTG",2,Hathazari,Chittagong,Chittagong
"JORAMTAL, SITAKUNDA, CTG",2,Sitakunda,Chittagong,Chittagong
"JORARGANJ, CTG.",2,Ramganj,Lakshmipur,Chittagong
"JORARGANJ,MIRSARAI,CTG .",2,Mirsharai,Chittagong,Chittagong
JURAMTAL SITAKUNDU CTG,2,Sitakunda,Chittagong,Chittagong
"KACHUKHAIN,NOAPARA,RA OZAN,CTG",2,Raozan,Chittagong,Chittagong
"KADAMRASUL,SITAKUND,C TG.",2,Sitakunda,Chittagong,Chittagong
"KADAMRASUL,SITAKUNDA, CTG",2,Sitakunda,Chittagong,Chittagong
"KADAMTOLI,SADARGHAT,C TG",2,Kadamtali,Dhaka,Dhaka
"KAGOJIPARA,POTIYA,CTG",2,Patiya,Chittagong,Chittagong
"KALA MIYA BAZAR,BAKALIA,CTG",2,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"KALAMIA BAZAR,BAKOLIA,CTG.",2,Unknown,Unknown,Unknown
"KALIYAISH, SATKANIA, CTG",2,Satkania,Chittagong,Chittagong
"KALKINI,MADARIPUR",2,Kalkini,Madaripur,Dhaka
"KALURGHAT, CHANDGAON, CTG",2,Chandgaon,Chittagong,Chittagong
"KALUSHAH, SITAKUNDA, CTG",2,Sitakunda,Chittagong,Chittagong
"KANCHAN NAGAR, FATIKCHARI, CTG",2,Jiban Nagar,Chuadanga,Khulna
"KANCHANNAGAR,FATIKCH ARI,CTG",2,Fatikchhari,Chittagong,Chittagong
KARNAPHULI. CTG,2,Unknown,Unknown,Unknown
"KAROITOLA,LAXMIPUR",2,Mirpur,Dhaka,Dhaka
"KAROIYA NAGAR,SATKANIA,CTG",2,Satkania,Chittagong,Chittagong
"KASHIYANI,GOPALGONJ",2,Kashiani,Gopalganj,Dhaka
"KATACHARA,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"KAZI NAGAR,SONAIMURI,NOAKH ALI",2,Sonaimuri,Noakhali,Chittagong
"KAZIPARA,SITAKUNDA,CTG",2,Sitakunda,Chittagong,Chittagong
"KEDARKHIL,SITAKUND,CTG .",2,Sitakunda,Chittagong,Chittagong
"KELISHAHAR,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
"KEWCHIYA, SATKANIA, CTG",2,Satkania,Chittagong,Chittagong
"KHADEMPARA,SITAKUNDA, CTG",2,Sitakunda,Chittagong,Chittagong
"KHAGORIA,SATKANIA,CTG",2,Satkania,Chittagong,Chittagong
"KHASKHAMA,ANOWARA,CTG",2,Anowara,Chittagong,Chittagong
"KHOANOK,MOHESKHALI,C OX'SBAZAR",2,Maheshkhali,Cox's Bazar,Chittagong
KHULSHI CTG,2,Khulshi,Chittagong,Chittagong
KHULSHI. CTG.,2,Khulshi,Chittagong,Chittagong
KISHOREGONJ,2,Kishoreganj Sadar,Kishoreganj,Dhaka
"KOIGRAM,POTIYA,CTG.",2,Unknown,Unknown,Unknown
"KOINPURA,ANOWARA,CTG.",2,Anowara,Chittagong,Chittagong
"KOLAGAO,PATIYA,CTG",2,Patiya,Chittagong,Chittagong
KOLPOLOK A/A,2,Unknown,Unknown,Unknown
"KOMPANYGANJ, NOAKHALI",2,Companiganj,Noakhali,Chittagong
"KORERHAT,MIRSARAI,CTG",2,Mirsharai,Chittagong,Chittagong
"KORNELHAT,AKBORSHAH, CTG.",2,Porsha,Naogaon,Rajshahi
"KOROITOLA, CHANDRAGANJ, LAXMIPUR",2,Mirpur,Dhaka,Dhaka
KOSBA B-BARIA,2,Unknown,Unknown,Unknown
"KOTALIPARA,GOPALGONJ",2,Kotali Para,Gopalganj,Dhaka
KOTOWALI,2,Kotwali,Chittagong,Chittagong
"KOTOWALI,BARISHAL",2,Barisal Sadar (Kotwali),Barisal,Barisal
"KOTWALI,RANGAMATI",2,Rangamati Sadar,Rangamati,Chittagong
"KULGAO,JALALBAD,BAYAZI D,CTG",2,Unknown,Unknown,Unknown
"KULSHI,CTG.",2,Khulshi,Chittagong,Chittagong
KUTUBDIA COX'S BAZAR,2,Kutubdia,Cox's Bazar,Chittagong
KUTUBDIA. COX'S BAZAR.,2,Kutubdia,Cox's Bazar,Chittagong
